,doc_id,review_text,total_sentiment
10067,10068,"The leather backpack is as pictured,I like it so much. I am extremely happy with this purchase and highly recommend it to others,the price is great, the leather looks expensive! Everything is in place. I got compliments a lot for this backpack.",14.0
10068,10069,It has been about a week since I started using this product. Now I'm glad I bought this.This product quality is very good and This product is totally awesome and I would highly recommend it to anyone who need it!,6.0
10069,10070,"Best sunglasses i have owned, They are great fit, and feel amazing. These sunglasses have a very sturdy feel to me, like they are well made. Nice sunglasses, lovely design! Would recommend.",17.0
10070,10071,"This watch is an excellent example for the cost. I really am surprised by some of the reviews when you consider how cheap the watch is, for the price you pay this is excellent. It has all the regular watch features you would find in a more expensive watch such as a daily alarm, hourly chime, EL backlight, unidirectional bezel, dual time display, timer, and date function.It does also come in a variety of colours which is something that cannot be said of its expensive counterparts. These watches are supposed to be imitations of much more expensive watches and they do a god job, they are fashionable and sturdy.If you are after a perfect watch then this not the watch for you, however, if you are after a stylish and affordable watch that really looks the part then this is the one for you.",12.0
10071,10072,"I love this Glass Infuser Water Bottle by Dr B Goods! It is a high quality glass which is healthier to drink from than plastic. Also, you can use either hot or cold beverages with it. I love the protective silicon sleeve. That gives an extra added layer of protection to the glass and also your hands. The flip top lid is good and secure. So far I have used it to make different flavors of fruit water. I often puts lemons in it because that is so healthy. I have also used strawberries and even frozen berries. This is a great product and I am very happy I made the purchase.",35.0
10072,10073,Found some of the maps to be almost too big and no zombies made me sad but extintion is a nice twist on that. havn't decided if i like the new create-a-soldier thing yet. OH AND KNIFING ACTUALLY WORKS UNLIKE BLACK-OPS 2,7.0
10073,10074,"Shoes are good, comfort and fit correctly. The lace loosens many times a day by normal walking pressure and you have to tie it multiple times. The lace has already started fraying at the eyelets in effort to tie them tightly.",10.0
10074,10075,These cubes are so awesome. I bought them because I needed new ones to take with me on my summer vacation this year. They can hold tons of stuff for me and my family. I was able to pack everything and organize it well with these cubes.,14.0
10075,10076,These shoes are nice imitation of the Valentino. 4 stars because my feet hurt after an hour of walking with them on.,6.0
10076,10077,"This mic stand is by far the best one I have ever worked with. I have bought so many from local stores for almost 2x the price. This one not only comes cheaper, and its sturdier! Easily adjustable and the boom is good length.",14.0
10077,10078,"I am surprised to see so many people raving about this watch. As soon as I took it out of the box I knew I wasn't going to keep it- I knew it was plastic when I ordered it, but I didn't expect it to look like plastic -I thought it would be more like ceramic or something.",6.0
10078,10079,This checkbook cover is absolutely beautiful.  It attracts attention whereever I go and use it.  Bit of a tight squeeze but worth it for the beauty you pull out of your purse everytime you write a check.,12.0
10079,10080,I am super satisfied with this bag. Helps  me to keep everything separate especially with a deep pocketbook with no compartments. Will probably purchase extras for gifts this coming christmas.  I think many will benefit from this bag as it is really a great organizer.,13.0
10080,10081,"I was a little sceptical buying the Coby brand but I have to admit I am glad I did. I bought this Coby for my treadmill. It fits perfectly were the book holder is. Now I can watch my dvd's while I work out, its perfect. The picture is more clear than my tv and it is very easy to use. You also can't beat the price! Good job Coby!",20.0
10081,10082,This is pretty handy and the price is something to be celebrated as well. I can't believe that I found something this good for the price.,6.0
10082,10083,"The watch is obviously not a high quality watch but it looks nice.  For the price and solely for the looks, I would say it is worth the 15 buck but there is no way i'd pay more than that for it.",4.0
10083,10084,I bought other glasses that are a little smaller and they are adorable. I went for the larger and they are a little fly eyeish on. Theylook beautiful in hers. My husband started cracking up when he saw me in them. I will keep them because they are fun,18.0
10084,10085,"The bag was true to what the advertisement said it would be. I took it on the airplane with me, fit nicely under the seat. Good quality, plenty of pockets, perfect size.",12.0
10085,10086,Turns out that it was easier to install this thing than I thought. video tutorial was included and gbox Q was easily to run. i thought the key can be use once but it turns out that i can use it whenever i want; so its a good back up in case the box crashed.,8.0
10086,10087,"Great game, Ive always enjoyed the FIFA games. This one is certainly my favorite so far. As we go further the games get more and more life like, its quite amazing.",13.0
10087,10088,"I needed a brand equivalent replacement.This one worked out extremely well.Works fine,fits fine.no complaintsPerfect cable I was looking for",4.0
10088,10089,"Very well made slipper, comfortable, warm, but not to warm where your feet will sweat. I am confident they will last long with proper care.",8.0
10089,10090,Please anyone planning to go for home theatre plz go for this product my house is changed for home theatre awesome and value for money,2.0
10090,10091,"The concept of the watch is great and looks great in the pictures, however, it looks cheap in real life.  Its a ok watch if you are in your early 20's or younger, but I don't think it fits in the professional world.",8.0
10091,10092,"play station is like the best invention ever, after Nintendo 64 of course. the gaming graphics are the best and i really couldn't be happier than having this type of gaming consoles, i bought mine on black Friday which really doesn't make a difference in the price but well it makes myself looked i spend less.the graphics are so much better with the HDMI cable, and if you have the HDMI you don't need to plug in the AV cables, and the best of using the HDMI is that if you turn on the console from the controller the TV will change itself to HDMI and the same when turning it off, it will turn itself to the channel it was (whatever you were using).i like ps3 better than XBOX because online is free and because the controllers feel more comfortable the controllers also are much better because they don't weight as much as the xbox controllers. the ps3 slim is a lot thinner than the ps3 before, that is the only difference, i really can't wait for the ps4 to be released, i heard is in october or somewhere around there so i can't wait for it. highly recommended. but i must warn you that you should wait for the ps4 which will be a lot more better than this one.",20.0
10092,10093,"Awesome gaming system. I have wanted one for years, and was not disappointed. Great graphics with HDMI, wide game selection, and the online content is an unexpected bonus.",10.0
10093,10094,"For the money, this guitar looks and plays great. Tuning is a little tricky, but it comes with a halfway decent tuner to help you along at first. My suggestion, though would be to pick up a better one at your earliest convenience. The guitar plays really well, and sounds pretty decent through the little amp that's included. If you should hear any buzzing, though, the recommendation is that you take it to your nearest Guitar Center or music store and have a professional look it over. It might need a little bit of adjustment. Other than that, it's worth it if your just starting out.",26.0
10094,10095,I was amazed to see this Samsonite Luggage here...I had it almost 2 years already and I still don't feel the need to look for a new one...it is very useful and durable...just imagine how long 2 years are for this bag to endure it and I travel a lot...I recommend it to everyone.,4.0
10095,10096,"A beautiful piece that hangs proudly on our wall. However, I think it's important to note that the piece was not signed, as others indicated. And, though many have discussed the handwork, by our eyes, this appears to be at least partially stamped. It is silverfish with a bronze tone over it, so the color will vary depending on how much and what kind of light shines on it.",13.0
10096,10097,Strong and weighted nicely just like a sturdy stand should be. I've used mine already (broken down and set up) 4 times and it's holding up with no major issues. Getting extra pins is not only a smart move but necessary  for any stand like this. It looks as shown and hold up lights beautifully.,14.0
10097,10098,"A very affordable yet awesome package from Yamaha. If you're just beginning to play, I would recommend this. It definitely it won't outgrow you and it's great keyboard for it's price. Lot's of useful freebies.",15.0
10098,10099,"My son got this as a birthday present and this review is based solely on his happiness and reaction once he got it. He was so excited! He instantly ran around the house shouting at the top of his lungs to illustrate his excitement. After thanking me profusely and eating his dinner, he dove right into playing and I think he made it a goal of his to finish in a week or something. Glad I found it here on Amazon so reasonably.. I really loathe Wal-Mart and just about any store really. So yeah thanks Amazon! Keep rocking!",31.0
10099,10100,"This is turning out to be the best Christmas gift I got. I'm big and so I like them big, it fits me perfectly. You might want to look ahead if you're too small because this is really bold but just awesome if you like it big...",11.0
10100,10101,"My only complaint is, the watch needs daily winding, morning and night, to keep proper time or to even keep going.But I am not so active as most people.",2.0
10101,10102,"This messenger bag is perfect for carrying all of my necessities on a daily basis (laptop, charger, wallet, etc). I use it for work and love it.",8.0
10102,10103,A very nice watch I really like it. The design is breakthrough I have never seen something for this price and look so nice. I'm into this watch.,9.0
10103,10104,Excellent capo. Fits curved necks perfectly. Good price and light weight. Would recommend this capo for anyone who needs a reliable lightweight capo for either acoustic or acoustic-electric guitars.,15.0
10104,10105,"SUPER outstanding !! looks great on the wrist ,in fact worn it every day since I bought it , I like it as much as much as some of the, more expensive watches I have bought, delivery was excellent ,just 1 negative, No instructions enclosed , but would recommend any one to buy same",9.0
10105,10106,I play wow a lot and my guildies always complained about the sound quality my mic had... wiht these headphones they hear me crystal clear. I can feel the improvement in my raids :) great!,8.0
10106,10107,"Well presented box, good quality finish, good value for money received very promptly very happy with the overall feel of this watch",5.0
10107,10108,I always bring this bucky on my travels that makes me relax until I reach my destination. Very handy and comfortable to use. This fits on my neck perfectly and with its softness materials it makes me love this bucky pillow. Love it!,16.0
10108,10109,"This is the clearest TV I have ever had and I will not ask for more than that. Who cares about the other options really? It's a 4K TV. As long as it doesn't come damaged, splattered or otherwise messed up, you're good.",10.0
10109,10110,"I had to take one star away for all the space that it requires for it to be played, but it's still a good set of games. If up to now, you still have not played any Assassin's creed games, this collection would be a good place to start.",6.0
10110,10111,"I held off purchasing this mouse because I was skeptical that a 40 dollar mouse could sway me not to buy a razer or a steel series gaming mouse. I was wrong. This mouse is hassle free. Extremely comfortable. Easy to use and set up. The software is simple even for non gamers to set up and manage. The clicks sound and feel great. The tracking is superb. The adjustable weights are perfect. There is nothing I can say bad about this mouse. If you are looking for a gaming mouse with out al the bugs or the high price? Get this one! You will NOT be sorry! Been using it for over a month now and I game hard with it. Shooters, mmorpg's, stratedy games, you name it. Cant make this mouse lag out or miss a shot and the easy to click dpi helps you zero in on your selected/intended target very easily. Buy with confidence that it will last you a very long time and that you will be able to use it for any application. Oh....one more thing...I have not found a surface that this mouse wont track on. I even stuck it on my head with all the hair and it still didnt miss a beat lol. BUY IT!",57.0
10111,10112,"Besides the excellent sound quality, the ability of the G3 receiver to scan the local signal environment and choose the best open frequencies is a tremendous benefit. It helps avoid dropouts caused by interfering local signals. And to top it off, once the receiver's frequency is chosen it's a snap to sync the transmitter's frequency to it. A terrific product!",15.0
10112,10113,"The projector, as delivered, required very little re-calibration. The picture is nice and bright and the 3D delivers as expected. Those who are disappointed in the 3D should look the source material as the culprit. I was very satisfied with my old one but it was only 720p and no 3D processing. This unit step it up for a few notches with brightness, resolution and reliability.",15.0
10113,10114,"I got this to replace one of my older mods after seeing what this one had to offer (my old one did not have the master mod or trigger stops). The lightweight thing is pretty cool, at first I thought I'd miss the rumbles but it really does make the controller MUCH lighter. Love the metal thumb sticks they definitely grip but mine seem to have the gold chipping a little but I do use it a lot so I don't know if that is normal.Mods all work great, and are easy to use. There is really so much you can do with these mods that I honestly know I won't ever get a chance to try them all out you can customize so much so whether you're a beginner or a master COD player this controller will fit your needs.",12.0
10114,10115,This is a perfectly fine replacement if you need a new power cord for your gamepad. works for wii U to gamepad only.,6.0
10115,10116,"My son is now an intermediate clarinet player. He even got his clarinet here! http://amzn.to/1BOijHQWe have been using the Vandorens for a while, and we will most likely stick with them. The unfortunate thing is that the quality of the reeds vary greatly from one reed to another, even within the same box of 10 reeds. This is not unique to Vandorens but with all the other reeds too, from what I hear from expert level players.To deal with varying quality of the reeds, what we have been doing is opening up several reeds at a time, then putting them in a cup of warm water, then having my son play with them for several minutes at a time. Inevitably he can pick out which reeds play the best immediately. Then we label these reeds by marking the back of the reed with a sharpee 1, 2, 3 or 4 stars. We would do this over time with all 10 reeds until all the reeds are categorized. What we have also learned is that over time, some reeds take a bit of ""breaking in"" period, so it may have to be upgraded from a 2* to 3* or 4*, and other previously highly rated reed may be downgraded over time.Pick up some of these and you'll be happy! http://amzn.to/1GNce4U",31.0
10116,10117,"Been a huge fan of the Call Of Duty series and this one was no different. Engaging and lots of fun, hard to keep track of time once I start playing this. Haven't tried the online multi-player thing yet, but plan to soon.",10.0
10117,10118,"This is a great product for home use, but I can't speak to professional use. I've seen big warehouse stores offer lesser quality karaoke machines for a similar price. Although those machines come with a mic and a built in monitor, this has better sound quality, the capability of playing multiple formats as well as playing music from a thumb drive. The only thing I would remind people thinking about buying this is that you have to purchase your  own mics, and hopefully you have a good sound system. (but this is true of most machines).",20.0
10118,10119,"This has got to be the most fun I've had with my PS3 in months! HIGHLY recommend getting the Move. Overall I have had lots of fun with this product and I can't imagine anyone being able to say anything bad about it. I love the feel of using the Move, from navigating the XMB browser to playing Sports Champions Table Tennis. I found myself spending hours practicing serves and spins and working up a good sweat while at it..!",26.0
10119,10120,"I am a fan of the Resident Evil franchise, and with this game, I became more loyal to the franchise. Great graphics, great game control and creepy looking zombies with tentacles makes this game a lot more exhilarating and exciting to play! Chris Redfield is back with this installment, and also a newcomer, Sheva Alomar. Together they will help each other survive the horrors of Africa.",13.0
10120,10121,"I just purchased this TV from Costco last night. If anything of substance changes, I'll take the time to post an update.  I had this Sharp TV for about a month now, and so far I have been pretty pleased with my purchase. This is my second Sharp TV. The reason I also bought this 40"" is because I've been really pleased with this Sharp here: http://fave.co/1cwFHFn  Things worthy of note: - It is much more convenient to be able to watch digital media directly on the TV than it is to have a Roku, Chromecast or Wii. They are fine devices and you should probably check them out regardless for their extra features, especially the Chromecast if you're getting a different TV. Roku   http://fave.co/1cgU0wU Chromecast    http://fave.co/1cwzERc Apple TV http://fave.co/1cgYiof  - My remote came with the three programmed buttons of Amazon Instant, Netflix and iHeartRadio. Obviously I would prefer them to be Netflix, Hulu Plus and HBOGo, but I suppose that you can't please everyone. It would have been nice if you can reprogram them to your desired channels. - BIG CON: There is a buzzing noise that comes from our TV when it's on. It's quiet enough that you don't hear it when you're watching anything with sound, but when there isn't sound, it can be heard even from the other room. This might be a defect with my specific TV. I will update this review if the noise stops or changes. - The picture and sound are great for my purposes. - Our router/modem happens to be right next to our TV stand, so I do have a wired connection set up. I notice it being slightly faster in load times than wireless, of course, but it doesn't make a huge difference. - I think the TV is worth the money, but I think that I'll return mine to Costco if the buzzing doesn't go away. - I also posted this review on Costco's website, FYI.  It was not a big surprise to me that this TV also works like it should! In one word the TV works great. The picture quality is lovely, the sound is decent (and can be upgrade with a sound bar), and I don't have any daily problems or complaints about it. The remote is a little cheap as others have mentioned, but it works just fine for me, and has a simple layout that is easy to use. This is a smart TV so it has a few preloaded apps and ability to connect to the internet. I had difficulty actually launching and using any of the apps other than the Netflix app, but I have a console to run most of my apps so I found these features pretty good.  In the end I recommend you get yourself this TV. It's worth it. http://fave.co/1cwFVw2",82.0
10121,10122,"I was a little worried when reading some of the negative reviews about this headset, but I don't think they were even reviewing the right one! This headset is AWESOME, I haven't used a set that sound and feel quite like this. I can wear them for however long I want without them getting uncomfortable. All around I would recommend them to anyone considering it.An additional reason I love them so much is because I recently purchased a different headset here on Amazon that was HORRIBLE. One of the speakers died within a week and the sound quality was not great at all. They were not even close to as comfortable as these!If you are considering getting this headset here on Amazon, be careful ----------------> http://amzn.to/1vGtqQNI hope I could help others by sharing my experience with both headsets and point them in the right direction!",13.0
10122,10123,this is a good gamepad...works pretty good with all types of games....so if you are on a low budget go get this one...,4.0
10123,10124,I visited various historical places and looks tons of handicrafts across the world but i never seen such a good quality handicrafted watch which i bought from amazon .I like its red colour and its surely makes me addicted .,7.0
10124,10125,"I have not used them yet and I'll give a proper rating once I do but so far they look great and I feel reassured that no matter where I go or for what trip I will go, I'll have the bags to use for those things.",2.0
10125,10126,I attended a party and saw this wonderful product. I have bought one for kids. The lights really works great and my kids really love it.,12.0
10126,10127,"I love this bag, the special material give us a retro look, typical british style.It's not a big backpack, but roomy enough, it looks just like the picture shown here. Great purchase!!",8.0
10127,10128,"This is one of the most awesome games that I have ever bought. It took me a bit to figure out the controls, but I once I got the hang of it, I think I might have become addicted to it.",7.0
10128,10129,Initially had a problem with my kinobo microphone. But a quick email sorted it out and the replacement works very well. Thank you!,9.0
10129,10130,"I don't know how good this winder will be after this, but for now, it is working great. I'll probably update this review after the product breaks down or something. If not, then the review stays as is.",8.0
10130,10131,"My husband was so excited to get this watch (he had been eying it online for a little bit). I decided to buy this watch for him a few weeks ago. He really thinks the watch is pretty cool, a little heavy and a bit bigger then he was expecting. The band looks a little cheap, overall though he is very pleased with the watch!",13.0
10131,10132,"The ultimate workout! I love my Wii and I've managed to lose 20 lbs by playing Zumba Fitness. That's not to say that diet isn't also an important part of weight loss but having fun and getting in shape is great! Yes, I love this game, can you tell? I just wish there were more songs.",19.0
10132,10133,Nice watch. I love color white looks clea  and the mirror is a plus but careful with the glass it get break so easily.,8.0
10133,10134,"This four pack of microphones is really quite the deal.  I like having a whole set of microphones with only one receiver, it makes it really easy to do a quick set-up and take-down.  When they get clipped they stay clipped, right on the head where they belong.",8.0
10134,10135,"The graphics are excellent even on my HDMI, large flatscreen 1080i TV, and the sound is actually pretty good.",4.0
10135,10136,it's quite expensive but it's really lightweight. It could a lot of clothes in and i don't have to bring an extra luggage for a week-long travel. It all fits in here.,10.0
10136,10137,"I was very amazed by this keychain the moment I saw it in amazon.com. I though that it would be too small but when I received it, it is very adorable. The owl pocket watch looks very creative and also useful. I am very lucky that I was able to have this one. It would be a perfect gift too!",19.0
10137,10138,"This Soundbar is very good. I bought this after getting a new tv to get better sound quality and I was blown away. It not only has great sharp sound quality, but the bass and other features are above and beyond what I expected. Would totally recommend",16.0
10138,10139,"Great product. I have a few watches with really big faces and wanted something conservative but still nice. The size was perfect, I have an average size wrist. I had to take 2 links off most of my other watches.",14.0
10139,10140,"For being under $20, this watch is pretty nice. Its water resistant and I can use for my reps in the gym. Exactly why I bought it. Seriousy though, its a great deal for under $20!!",15.0
10140,10141,"I really like this watch; it's stylish, looks nice with any outfit. If you're interested in getting a new watch take a good look at this product. I love mine. I will recommend this to others.",15.0
10141,10142,"Great inexpensive watch, easy to set the functions, and easy to read the face. Very good value for the price.",8.0
10142,10143,"Beat the entire thing in a few days, just sat and played. You will not be disappointed what so ever. Classic Mario for the wii u.",8.0
10143,10144,Excellent price. This is outstanding and good looking. It's very attractive. What I like in this it that it shows the time! Would recommend this.,20.0
10144,10145,"Lightweight, durable, and breathable. Love these bags and I'm excited to use them on vacation! I ordered the orange ones so they would be easy to spot in a full suitcase and it was a great choice!",11.0
