,doc_id,review_text,total_sentiment
5021,5022,"My parrot did not have a clue what to do with this at first, but once he came around, it was complete and utter chaos in the cage!",2.0
5022,5023,This toddler pillow is very helpful. My younger sister is having deep sleep with this pillow. So please buy one and enjoy your night dreams.,10.0
5023,5024,"We had a need for a device like this. And we tried some other products, each has some problems. This has everything we could ever ask for...There should be no reason for anyone to give anything less than 5 stars BUT I believe Munchkin has a few bad production batches.. As a result, some people have received lemons...Their devices did not survive for more than a month.I think, you should go ahead and buy it. If you have any problems, Amazon is here to support..Not so great features:- Sound quality is not crisp, but considering you are just listening to ""noise"" it does not matter...They had to keep the cost low..- Hard to find the buttons in dark..Great Features:- This has a projector that you can use on the wall or ceiling... You can even change slides, for different graphics....Monkeys are fun.- Different sounds available.. Most people would prefer white noise, but you have options..- There is a timer.. And also there is voice activation.. If there is any noise, white noise comes back..If this unit breaks down, I wouldn't hesitate to a new one..Update:Still going strong. Dependable.",74.0
5024,5025,I just paid a technician (an expert) to install it and the Ipad mini that I broke is working fine. I'm outside of USA.,7.0
5025,5026,This charger charges both my devices together without just as they would separately. With this it saves a lot of space and makes every so much easier because I know that there is a spot in my house that will have to slots to charge into.,5.0
5026,5027,"I like the way it feels on my skin, and it does seem to work pretty well. I would have to say, for how well it works, it is definitely worth the price. Thanks",11.0
5027,5028,I love this screen protector... It was really easy to apply to my phone. My favorite part is that there are no air bubbles and I can't even tell that there is a screen protector on it!,6.0
5028,5029,"Very nice brush , heavy duty material . Feels very nice when brushing your hair . Quick dry time with this thermal brush . Highly recommended !",14.0
5029,5030,"I have never been a huge fan of coconut water until my friend recommended me to try out Cocozia and let me tell you, this is the real deal. I have tried several other brands of coconut water before but I must say, Cocozia really changed my opinion. Not only is it refreshing and tasty but it also comes in perfect packaging making it easy for me to toss in my gym bag on the way out the door. It is also 100% organic and Kosher which is a big deal to me. It also contains a natural abundance of potassium and magnesium, as well as other electrolytes. For anyone skeptical of trying out Cocozia I highly recommend you do - this is the best out there.",20.0
5030,5031,"This longboard is my latest one. I actually am a collector of amazing longboards. This I collect because of its cool look. It also performs perfectly and durable with top quality materials. [[ASIN:B00IRGYVUY Flexdex Complete Longboard Skateboard 29"" Light Up LED Transparent Skateboards]] too is a unique longboard.",18.0
5031,5032,Use this product day and night .It helps to correct your skin from the inside out.The ingredient of Retinol aids in collagen production which will give you a nice even surface.So it is a product to cover all aspect of skin care . Retinol's regenerative benefits help to strengthen your skin's elasticity and boost collagen production. Effectively even skin tone and texture. Unclog pores and reduce overall pore size. Even clear acne and reduce redness. Retinol can also lighten discoloration I found it to be very hydrating In my skins looks to be improving over time.Love how fast it soaks so I can go on with my day.,23.0
5032,5033,A great grip and very easy to handle docker. It produces nice results and is easy to clean.  Great if you are making pizza for your dough.  It is well made and very sturdy hard plastic! Rolls over the Dough like a dream! My dough did not bubble at all! We made homemade pizza to try it out and it was a success! Easy to handle and does the job perfectly! Wasn't hard to clean just rinsed in hot water but make sure you rinse right after use so none of the dough hardens on the spikes and it will be simple clean up!,32.0
5033,5034,These are probably one of my favorite pairs of shoes. They fit in with the trends very easily. I really really like these shoes.,11.0
5034,5035,"Great item to play all the time, I just put them in charge again after playing for hours, they will charge fully until I need them again.",4.0
5035,5036,"I am a teacher at a local school. I found this book very interesting and useful. I learn a lot from this book about teaching and life as a teacher from this book. Other than this book [[ASIN:B00F8TD88Y Inspired to Inspire: 1,200 Inspirational quotes and sayings for Teachers & Educators]] is the only other book I found as good as this particular book for professional teachers.",13.0
5036,5037,Make sure you have one in your car and a dead battery will never again be an issue that can't be easily overcome. Well worth the money.,6.0
5037,5038,Really Great shower waterproot shower bluetooth speaker. pairs well and super easily and is very clear and suprisingly loud! I love that this is small and rechargable! Works so well we took it on vacation with us! We actually use it daily and my husband is quite attached to it! We love that we can answer the phone if it rings while we are in the shower! It really is  great speaker for an AWESOME price! Others have sold for twice as much!!,30.0
5038,5039,I just love how quiet this beautiful garage addition is. It makes coming home so much more peaceful and I don't disturb the neighbors as much as I used to.,6.0
5039,5040,"I bought a Wii game 2 years ago, but I lost my original charging cord, so I obtained this as a replacement cord and it works great, it shipped quickly and provided brilliant customer service.",5.0
5040,5041,hyaluronic acid is great for your face. After using this i felt so youthful and my face was glowing . I saw a dramatic change in the fine lines and wrinkles had all faded away and my face felt so smooth. I suffer from acne so i had scars but this took them all away. i love how this has all natural ingredents . Even if you have sensitive skin you can use this. So if you want youthful looking skin you have to try this,23.0
5041,5042,"Love this hand creme. My hands are bit darker when compared to my face and i use this product daily inorder to help me with the discoloration. So far, this product is great and hands seems to brighten up.  Highly recommend this product!!  I received this lotion during a special promotion and am pleased to share my honest opinions!",17.0
5042,5043,Excellent Product and well wroth the money for it as wel. It is comfortable for her and looks great in our living room!,8.0
5043,5044,This set makes baking fun and easy. I wish I had discovered this earlier when u was baking cokes for xmas I'm sure this product would had cut my baking time in hakf.Love it,6.0
5044,5045,"I always wanted to study about cardiovascular system. This book explains very clearly about things which like how to bring someone who is unconscious, not breathing or close to death back to conscious or active state again.The best part of the book is that it contains many pictures which helps us to understand more about the subject.",7.0
5045,5046,"Not only was I surprise at the low price, the fact that this product has functioned well from day 1 of installation has really surprised me. It is excellent.",9.0
5046,5047,"It may seem a little pricey but its worth it! The other cases out there are mostly junk but this case is great. I havent had any of the issues such as bad quality, stand falling down, smart function not working etc that other cases have. Well worth the buy to get a great case!",15.0
5047,5048,Purchased it from another place but I am impressed with its action so I needed to leave a review here. It stopped the itch and the scaly dandruff. It's not as drying as some of the other products.,8.0
5048,5049,"The matcha had a very flowery taste to it, almost like a fragrance. in fact, the smell is so strong that you can smell it through the bag. I was pleasantly surprised when the taste was just as strong and brisk.",11.0
5049,5050,Love this little booties are. Super cute and seem to be good quality- which I wasn't quite expecting due to the low price. thank you!,12.0
5050,5051,"[[VIDEOID:mo2OZ6CA5YHCIPV]]""OMG!""  I Have never ever in my 53 years found a brush that I could love so much!!!!  I can't even tell you what this brush does and feels like!  Its like heaven its like when you use it at the very top of your head and scalp it sends tingles down you spine, I know that sounds so weird, but it is a good therapeutic wonderful relaxing feeling each time the brush hits your scalp and head.  I have thick long hair, and part of that means I have to take extra effort to keep it healthy and par of that means a goo brush.  brushing when you have long hair is a must, it helps distribute the natural oils into ones hair and scalp. This is a good brush for doing that  I like how the brush is shaped and fits good into ones hands. Im glad I now have it among my hair tools.",22.0
5051,5052,These tweezers exceed my expectations. I am glad I tried this brand and this is amazing! High quality and great precision!,12.0
5052,5053,"I love this air cooler, it have a wonderful and unique design and works flawlessly without an error. I bought this for my backyard for the summer and I don't have complaints is a fancy air cooler who cool the ambient very easy. Recommended for outdoor as indoor use",10.0
5053,5054,"I use this product every morning & night. I love the way my skin absorbs this eye cream without leaving it greasy. I've tried numerous expensive brands because I have very sensitive skin. This eye cream doesn't cause itching like all others have in the past and is a fraction of the price.My eyes are extremely sensitive to most eye creams, even ones that claim to be hypo-allergenic. This eye cream does not irritate my eyes at all. It soaks in really well and is not greasy.Why buy the expensive stuff when this does the trick!!",17.0
5054,5055,"This book has been helpful, but it has nearly the all of the information I was expecting. It touches a little on each topic, The explanations are very well defined. It will make your life so easy because aside from those informative topics it also gives you test-taking tips and strategies as well as secrets to success.",10.0
5055,5056,"This anti aging moisturizer is very good at what it does. It firms the skin, reduces the appearance of wrinkles, and fine lines while moisturizing the skin for a long time. The difference is very noticeable after a couple of weeks use. If you want suppleness, and youthful looking skin then you need to give this anti aging moisturizer a try.",14.0
5056,5057,"My Goddaughter was having some issues with her skin breaking out.  I figured it was something internal, so we tried these pills.  After just a few days, her skin is a bit clearer and brighter.  I also noticed a difference in her hair and nails",13.0
5057,5058,"Lots of fun. This game was spectacular, featuring combat that was familiar in games such as god of war, it really puts together great combat and A good story in a castlevania game",9.0
5058,5059,I love the way this feels on my skin. It is very moisturzing and leaves your skin feeling silky. I have also noticed a decrease in the darkness of the circles around my eyes.,9.0
5059,5060,"I love hyaluronic acid, because it is highly potent in helping to fight against the signs of ageing! This is really nice serum, and my face feels amazing! I can't wait to keep using it, and seeing what the long term results are! Thanks for this great serum!",14.0
5060,5061,This case fits my my tablet like a glove!  The kickstand feels pretty sturdy too compared to other cases ive tried.I love how the speaker amplifier really does make a huge difference..  it sounds great! I also like the feel of this case..  all around wonderful case!,23.0
5061,5062,"I love this set!  Pink is my favorite color.  It ads a nice new fresh, modern look to my new room I am renting.  It is just awesome. Very comfy and inviting.  4 pieces, and great price.  You should pick one up too if you need a newer look and want something fun, and modern, at the right price.  I highly recommended this set!",31.0
5062,5063,"I bought this along with the VinVin corkscrew and both exceeded my expectations. Trying to cut the foil on with a normal knife never look professional and and risks cutting yourself. This foil cutter is easy to use, nice looking (like the corkscrew), and completes the added touch of sophistication when opening wine for yourself or guests.",7.0
5063,5064,"This is an amazing thermometer. We manage a Bed & Breakfast Inn. For a winter special we cook a 7-course Chef Tasting Menu. We use the Infrared Gun for testing our oil before adding the shrimp. A switch inside the battery compartment (9volt) allows you to switch off the laser sight, which will prolong battery life. My use does not require the aim of the laser so it is VERY nice. Seems quite accurate. We also test the temperatures throughout the Inn - especially near all doors to make sure our floors are at an appropriate and comfortable temperature for our guests. Highly recommended!",31.0
5064,5065,These are so awesome and easy to use it has no suction cups just static cling! Keeps the sun out of my toddlers eye so plus plus plus to this item!,6.0
5065,5066,"This vitamin c serum for face and neck.  I have found the product to be effective in reducing the fine lines around my eyes.  The serum was very kind to my sensitive skin, no problems with rash, redness or any other issue.I like the fact that this vitamin c serum is made in the USA!",9.0
5066,5067,"After reading every router review on Amazon... I came to the conclusion that I just needed a simple router for my iPad and iPhone to connect with. All other devices in the home are CAT6. I plugged this device in and looked on the bottom for the router IP, Login and Password and within 5 minutes I have it configured and by using the same name and password for wireless from my old router the Apple products did not know the difference. The range covers the whole house and outside and I could not be happier. Even if this unit dies within 6 months it is still cheaper than other big name brands.",13.0
5067,5068,"Perfect for me, accurate. Gives you a real reading of calories burnt and steps taken. Easy to convert, pressing M for while, it will change from kilometers to miles",8.0
5068,5069,"I've been looking for a pepper grinder for some time now, so it was just my luck to come across a duel salt/pepper grinder. I was a little iffy about a mixed product at first, but it holds up really well! The coarseness is just fine enough but not too fine that it's a powder. The quality is strong and sturdy and should hold up for a while to come. I really like this little guy and will be recommending it to friends.",17.0
5069,5070,I have recently started using mud masks. They were recommended to me by a skin care expert. I love this one. Some mud masks are so specific in what they'll do. This one does so much.With our Dead Sea Mud you can expect to:- Drastically reduce redness and inflammation- Improve moisture balance- Enjoy healthy skin cell regeneration- Improve skin texture with even tone- Reduce and fade away unsightly wrinkles and fine lines- Detoxify while killing acne-causing bacteriaI need it to do all of the above and it does. My face feels so wonderful after I use my mask. I am a believe in mud masks now. I specifically love this one. Yet another quality product from Foxbrim,31.0
5070,5071,The quality is decent but what i really like is the size and the price most are either overpriced or small which is not something i like this one works and i do like it alot,4.0
5071,5072,This guide  for the Praxis II School Psychologist (0401) Exam is one of the best available out there to help you pass this exam. It really focuses on providing great detailed reviews of the material and even includes a practice test that you can test yourself with to see if you're improving. The included special keys also  help you prepare mentally by teaching you how to get rid of anxiety and showing you how to manage your time better.,11.0
5072,5073,"This tablet is a little expensive. But the deal is extremely worthy because this tablet is packed with many useful and upgraded features. First thing is the extra-large display. It is 10"" and better than an ordinary 7"" display. Front camera is 8MP. Pictures and videos are excellent and video calls are so clear and HD. To support this feature, this tablet PC is 4G enabled. 4G is better speed than a 3G connectivity. 4G transfers data extremely faster. Processor is also high speed and dual core. Graphic card also performs faster and support many high level 3D games.  This tablet also uses one of the advanced batteries as the primary energy source. It can keep the tab alive for long long hours. Hrd disk is 16GB. Is 16GB enough? Well if you are a downloader and a movie lover that capacity is not even nearly enough. Alternative is a expanding of memory using a micro SD memory card. I use [[ASIN:B00D1FXX96 New 32gb Micro Sd Card Sdhc Tf Flash Memory Card 32gb Class 10, New! Usa!]]. It is my favourite because it is trouble less and reliable.",62.0
5073,5074,"I bought two of these at Christmas for my 7 yr old son and 8 yr old daughter. I followed the directions, carefully charging them all the way up, discharging all the way down, several times, while loading a bunch of games, music apps, and wall paper onto each of them. I put a screen protectors on them and bought a TabSuit leather cases for protection. The gaming is impressive, due to the internal gyroscope/accelerometer, one can play Angry Birds GO! as well as Driving games, by steering/turning the tablet. The sound is about what you'd expect from a small device, but with ear phones is great. With heavy graphics & gaming, the battery lasts about 3-4 hours, and on stand-by or with music, the battery lasts days. No problems with Wi Fi, no problems with the display. The tablet has been working perfectly for a month with near daily use.",28.0
5074,5075,I love how amazing the 100% Pure Moroccan Rose Water by Insta Natural  feels on y skin. I use so many products trying to give my skin the best glo and never realized how harsh it all ways. Once I started using 100% Pure Moroccan Rose Water by Insta Natural  I will no longer be going back to any of those others.,9.0
5075,5076,"This stevia product is the real deal, not like other products with a label that says 100% Stevia and then turns out to be ""cut"" with a non-nutrient... like the product I recently bought at Whole Foods. (Check the ingredients label, not just the front.)    Nature's Candy brand stevia also avoids the metallic tastes of other brands. I buy the 1 pound bag and decant into smaller shakers. Shakers work because it doesn't attract moisture, so doesn't have to be firmly capped.",13.0
5076,5077,"DH was searching for a good water wallet and finally found this. Used on a cruise, lots of swimming and snorkeling, and not a drop of water got in.",6.0
5077,5078,"This book did an excellent job of re-teaching me the math and strategies needed for the GRE. I hadn't studied math in a while, and I used this book, knowing that I'd need a refresher. It definitely accomplished its goal. I feel much stronger on the math now and I'm more confident going into the real GRE",14.0
5078,5079,"For the price, this monitor really came through for me. I've used it for everything and the resolution has been consistent. Videos and documents are clear, and the size is perfect for the room it's being used in.",11.0
5079,5080,"I am really avoiding insects for the safety of my kids. Sometimes insect bites can really harm them, they get easily irritated. I bought 4 of these, and they are all working perfectly.",8.0
5080,5081,This product is wonderful!  I look forward to using it every night!  It smells SO good and I fall asleep very quickly and I sleep through the night when using the Sweet Dreams spray!,11.0
5081,5082,I had been using a mx3 Midnight from Matricom. This player is much quicker and is well set up. There is still a bit of a learning curve for those new to Kodi (XBMC) but it is well worth the pay off if you learn how to use it. I highly recommend this product. Good value for what you get. I also recommend ordering from Dealz R Us! to make sure you get a certified box. Too many knock offs and good customer service,32.0
5082,5083,There are no more circles around my eyes. I was getting less sleep lately so I developed circles and I applied this every night before bed for two weeks and the results are obvious.,4.0
5083,5084,"I got my Yoga Mat Bag by Gecko Active in the mail today. Loving the color and the design. It has three possible pockets to store all your itsy bitsy stuff, such as keys, wallet and towel, so you don't have to carry your purse going to yoga studio. The spacious inside can even fit your bottle water. It was made of thick fabric, clearly excellent quality material, easy to wash in the washing machine. Perfect size for my yoga mat! Overall it's a very recommended yoga mat bag!",22.0
5084,5085,"A quick story here: my friend is busy running his business into the ground. He has been running the same lame ads and radio spots for decades. No one even hears them anymore because they are just like radio static or white noise. Eventually, you hear something so much that you just stop paying any attention to it. I have tried to tell him that he needs to change things up, maybe use some Facebook ads or maybe set up a Twitter account. He will not listen. I hope that you are smarter than this stubborn friend of mine and buy this book. It will give you all of the valuable information that you need to make the change to social media marketing.",23.0
5085,5086,"This camera has turned out to be a great purchase for me. I'm not a professional cyclist, but I love attaching this camera to my helmet and go out with it during my bicycle rides and just press attention to the little details you don't get to see while riding. I love the quality it records videos and its brightness can't be more excellent and I love the fact that I can record the video in 1080p.",9.0
5086,5087,Great idea and great implementation. Works flawlessly. I use the back cover mostly and add the outer cover only when I need to stand my ipad up of when travelling. The magnets attach easily and screen function works without a skip. It's surprising for people to see the inside case coming out as it doesn't look like it would come off. Well made and great price.,19.0
5087,5088,will only measure to 518 degrees at top range so good for kitchen or light industrial use basically accurate with extremely QUICK response time so compact and also an incredible value auto shut off saves battery life and also extremely light weight very much a quality device.,4.0
5088,5089,"This book had me angry, sad, horny, and happy. It was good from start to end...hope the author comes with more...loved it!!",7.0
5089,5090,It takes round about 5 mins from opening the box to get it up andrunning with pictures. After I was done with the pairing I justquickly uploaded my wedding album and dragged it to a playlist I hadassigned to this frame. Pictures start appearing almost instantly.It seemed a bit expensive but when I saw the quality of the picturesbeing shown I was very happy with my decision. Getting a few thisChristmas.,12.0
5090,5091,"I have to say I bought the right thing I want. This leather case is quite good. The leather touches comfortable. As a case for tab pro 10.1, it is lightweight and slim, and the quality is good, it fits firmly.",16.0
5091,5092,"This is a great manual grinder. It is heavy duty and does a great grinding job.I actually owned a coffee shop for many years. I know what a difference it makesin the flavor of your coffee, if you grind your fresh beans right before you makeyour coffee, whether it is for a french press or coffee maker.This one is tough and will stand up to the beans.It is also a handsome little guy.I",11.0
5092,5093,"My son love fish, but I hate my smelling hand after every cooking, and this ""fish"" really help! Love it.",8.0
5093,5094,"I tried one of these at my friend's house and was pleasantly surprised how well it works. Theirs was made in Japan and they had to hire someone to install. The BIDET4ME E-300Al was very simple to install. Also the shape of this model was aesthetically pleasing to the eye compared to their model which is used in nursing homes. It appeared thinner and sleeker.Very Easy to controls and use. Setting on warm temperature, and width of stream very convenient. I opted for the model over the 350 because I wanted the dryer function, which works well enough, but I find myself sitting up before the dryer time is up and using paper.This is very worthwhile purchase. I almost can't live without it.  =)",32.0
5094,5095,"I like this product, it makes my face smooth and clear after using and washing , it removes my white n blackheads too",4.0
5095,5096,"The collar works great! Our English Bully used to bark at everything! She suffered from separation anxiety. She was fine while we were home with her, however I had my neighbors complaining that she barked non-stop while we were at work. Purchased this collar and problem solved! It only took her a few days of wearing it for a few hours a day. She still barks but nowhere near the amount she used to. And, best of all, my neighbors are now happy! They said they can't hear her barking anymore when we aren't home! Amazing product at an awesome cheap price !",32.0
5096,5097,"Fits perfectly with my  http://www.amazon.vote/gp/product/B006Z2BZBU  We had some thicker flannel ones but I wanted to get some lighter cotton ones for the warmer months and to take to daycare for DD's cot, and these are perfect. They are very soft and lightweight. I purchased the mint and the pink geometic dots. I will definitely be purchasing more in the near future!  I was unsure about buying these because we've tried other brands of crib sheets that do not fit DD's mattress, even though its a standard size. I decided to try them because the price was low enough to where I wouldn't be upset if they ended up not fitting after all. Luckily these do fit perfectly even after washing and drying several times.  ---------  After using these sheets for several months now I've decided to come back and review again.  In all those washings the colors on these have not faded, there are no holes, and the elastic is still working great. The same cannot be said of the other brands of sheets we have tried which we have purchased from both Babies R Us and Target. I will definitely be buying more!  These sheets are great! I change my daughter's sheets two or three times a week on average, and I only have 5 sheets that fit her bed, so they get washed A LOT.",43.0
5097,5098,"This is a very well made Cocktail shaker. Barmix is perfect in making delicious cocktails and drinks like Martini, Cosmopolitan and Mojitos. This is my new favorite shaker.",13.0
5098,5099,"Maybe my use is a little odd, but I use this product for my hands only. They tend to get a little dry, so I like to rub this on. A lot of people live in my household at the moment so washing the dishes is a nightmare!!!! My hands feel tender, disgusting, cracked and pained after 30 minutes of hot, scalding, soapy water torture, haha. So when it's my day to wash the dishes, I set this right next to the sink, and instant relief.",15.0
5099,5100,This oil really did wonder for my skin and hair! I would recommend it to anyone. It came in a glass bottle with a dropper very well packaged. And for an unbeatable price!,13.0
5100,5101,After trying the product my hair feels smoth and smells good. Love the Product definitely will buy it again.,8.0
5101,5102,"I put only a tiny amount on my face, it made my face shiny and oily looking, which I don't like. I have several same brand of oils and glycerin, they are all in 16oz bottles, the labels are exactly the same except the product names, even the font styles are the same, so it is difficult to tell which one is which when I put them all together on the shelf. I suggest the different-looking labels (different colors, pictures, and font styles) for different oils, such as almond oil, jojoba oil, vegetable glycerin, etc. Right now, they all look the same, which is confusing.",11.0
5102,5103,I got so tired of spending an exorbitant amount of money on toner cartridge. It seemed almost cheaper to throw away the printer and buy a new one every time I had to purchase new toner cartridges.  Now I pay the same amount for 4 printers cartridges as I did previously for 1. And they worked just as well as the name brand ones.,12.0
5103,5104,"This is a good brand of cellulite removing cream. it doesn’t smell like liniment (as some do), you can apply it in the morning before getting ready for work and you wouldn’t smell like you applied an anti-arthritis cream. and best of all it does work, see results in just a little over the month like I did.",9.0
5104,5105,"There have been some neighboring dogs who are used to barking near our fence and when you go out to check the reason making them do so, you just find nothing. We were not sure if this whistle could work but we went for it since it was being offered at a fair price compared to the other brands. Any time we could hear them bark, i could blow the whistle so loud and they could stop barking ( i don't know how it worked). It seems as if they have been scared because we don't hear them often. The product has been so much helpful to us.",12.0
5105,5106,"I thought this book was really special. The book helps people get over breakups for good. I recommend you buy the book now if you're serious in getting this sorted, honestly you won't regret it.",12.0
5106,5107,This mask goes on easy and softens the skin but doesn't make it feel greesy or oily. It smells great and seems to do a good job. Recommend it for anyone wanting to clean their pores and have a softer skin.,9.0
5107,5108,This Car Air Purifier Ionizer from M GOODEES has really helped me breath easier. I have allergies and this little device really helps clean and freshen the air in small spaces like my care. This is such a good price and will last a long time no more buying sprays that just cover smells.,12.0
5108,5109,"I love the ease of use, it's very simple yet elegant, nothing fancy. I also love the Vinium vacumm pump feature because I usually throw the cork after screwing it from the wine bottle and having this on the bottle efficiently preserve the freshness of the wine after days or even weeks storing it inside the fridge. You can also pump and pour the wine on a glass perfectly without a single drop. And hey! A nice matte box was included in case you want this as a gift to a friend or loved one! It's a really helpful tool if you drink wine regularly or occasionally.",22.0
5109,5110,"For a cheap price, this is very durable and waterproof resistant.  This is a perfect cover for my BBQ grill cart. This greatly protect the grill because of its air vents which prevents condensation and wind lofting.  It fits perfectly and allows adjustment for a tight and custom fit.",14.0
5110,5111,"This bed is great for my daughter. She is 13 and was able to put it together with minimal help. All parts were there (nothing missing) and all the holes lined up perfectly (rarely happens with this kind of stuff). No need to drill a bigger hole he use any power tools. She and her friends play on it all the time and nothing has fallen off or loosened, yet...",15.0
5111,5112,"This hair tie is just one of the many hair accessories I have. So far, this is the first time that I bought a ribbon-designed hair tie. I was very attracted to the shiny cloth used and the length of the ribbon. The shiny color complements my naturally blonde hair. It looks very stylish especially when I use for the weekend mass. it has the simplicity and the elegance unlike any other hair tie I have. with this one, I really enjoy tying my hair! It is very pretty!",29.0
