,doc_id,review_text,total_sentiment
15133,15134,"I have bought and used at least 12 aftermarket batteries (not this same brand) over the last 10 years for various digital cameras.  Haven't ever had a single problem with any of them - until now.  I bought this particular one because it claims its cells are made in Japan.  This Maximal Power battery seemed to work fine in my G1X for a while (probably 12-15 complete chargings) and then just suddenly quit functioning this morning while on vacation in Mexico (the battery must have thought it was on vacation too).  The Canon charger shows that the battery is fully charged and so does the camera when I turn it on.  The camera stays on only about 15 seconds and then shuts down.  I've tried recharging several times, wedging the battery into the charger and camera tighter, etc. to no avail. Fortunately I still have the original Canon battery and it works perfectly.  This particular backup battery is definitely inferior to the original Canon batteries and all the other aftermarket batteries I've owned.  I'll start shopping for a better one when I get home.I see that another reviewer had the same failure with this battery.  Stay away from this brand.  There are better ones out there.",36.0
15134,15135,"Read your labels, people!!! SMART bones are made in China!!!!!! A neighbor told me how great these were. After buying them, I read the fine print in the back. ""Made in China!!""",15.0
15135,15136,Since the chair and ottoman are only a couple of months old I haven't needed the furniture plan.  I just hope I don't have to use it but for the price it was worth getting the coverage.,6.0
15136,15137,"I bought this mount for my 32"" TV in my 5th wheel.  This is a pretty heavy duty mount but still metric bolts and screws.  Mounted on 1 and a half inch of ply wood, glued, screwed to the wall and anchored into the so called studs in the walls. The mount does exactly what we intended and extends far enough out of the old coovy hole so everyone can see the TV..",16.0
15137,15138,"I use this two, sometimes three, times a day and put it in the dishwasher at night. It's durable and a pleasure to use.",7.0
15138,15139,"the axe head seems of fair quaility, and the handle is comfortable. But the head and handle are connected crooked, if i hold the axe in front of me handle strate up with the blade faceing away the head is about 12 degrees tilted to the right. This is very disapointing and i would not recommed anyone buy this product based on the quality of the item i receved.    update jan 7   after writing the first review tekton offered to send a replacement, and it arrived today. the handle is connected strate and the axe seems qualty. i would recomend buying the TEKTON brand based on the wonderful costomer service. very impressed with the speed of the first and replacement item. from 2 stars to 5, way to turn it around tekton, i will be buying more of this brand feeling confident that they stand behind their product.",26.0
15139,15140,This Jewel Ring Box looks good and held all my rings with some room to spare.  I looked for two months and this was my pick. *****,10.0
15140,15141,"Everyone saying this movie sucked clealyndoean't know a good movie. Thjs movie was great. Awesome story line, this movie kept me on the edge of my seat. Great great movie!",15.0
15141,15142,Overall the batteries do not last very long. Recommended only for areas that get little traffic otherwise expect to replace the batteries once a week or more.,4.0
15142,15143,"Céleste is a young French woman living in a small village in France during World War II. German soldiers are living in the village and most of the French residents are not happy with the occupation.  Céleste’s brother is a member of the French resistance. Céleste wants to join the cause, however, her brother won’t let her in an effort to keep her safe. However, when her brother is arrested, she feels that she has to join the resistance to help him escape.You would think this is enough stress for one character to endure. You’d be wrong. Not only is  Céleste a member of the resistance, she’s also a young woman in love. With a German officer. Yep, you read that right. While she’s fighting against the Germans, she is also in a secret relationship with one. That’s not all for the twists and turns, but I don’t want to ruin the novel.I have to admit that I wasn’t too familiar with this part of the war before reading this. I had heard that the German occupation of France was peaceful for the most part. This novel shows how devastating the occupation was to the individuals and families who had to endure it. I found myself cheering on  Céleste and her compatriots.The plot kept me engaged and I found myself rushing through to the end to find out what would happen. Every time I thought poor  Céleste wouldn’t be able to handle any more, there was yet another hurdle for her to overcome. She didn’t always make the right choice, but she was brave throughout. I admired her determination, overlooked her impetuosity (she’s only 19 at the start of the story), and wanted her to succeed even though the odds were against her. You’ll have to read for yourself to find out if she did. This story shows the true brutality of war, even on the “peaceful” fronts, and it highlights how brave people can be during such a horrific time in history.",51.0
15143,15144,there good headphones have good bass but the ear cups are to big but don't really care because they have the best bass in the world.the line does not tangle up.if you are looking for good cheap headphones.,3.0
15144,15145,Slow and hard to follow to begin with and then just sad.  This entire series was based on a child's cartoon and yet the language and sexual situations make it inappropriate for children.  The action in this would be perfect for young boys but it definitely doesn't need the language or the sexy girls.,6.0
15145,15146,"When I first received this bag in the mail, I thought it was too small to hold my gear. Was I wrong. The main compartment holds my Canon 5DMK II, 24-105, 200 2.8, 17-40, Sigma 85 1.4, battery charger, remote shutter release, a small Canon flash, and still has a little room for one or two other small things. One of the inner plastic envelopes holds the camera instruction book, the other holds batteries, both with room to spare. The two outer compartments hold my neutral density filters, filter holder, lens cleaners, and pocket flashlight, and there's still more room. The two pockets on either side perfectly hold a 77mm filter case. And I can attach my big Manfrotto tripod to the tripod holder.The bag is sturdy and small enough to fit under an airplane seat. The zippers work smoothly. I love it.",25.0
15146,15147,"I love it!  Even when I know the route, it helps to keep me from not moving into the correct lane in time.  It shows the posted speed limit and the speed I'm driving, which is very helpful to  me.  I love the right-hand ""picture"" of the needed move.  There's nothing I can really be critical of.",14.0
15147,15148,I use these to pluck gray pubic hairs that have started cropping up. They are great. As you age....You will want to own these.,10.0
15148,15149,"I use these on our boats and they work great.  They seem a little pricey for what they are, but I'm willing to pay the premium price for a well-made product.  One out of 10 of them doesn't shut off easily, but otherwise they are great. Not a  drop of water gets into them.  The batteries are also cheaply available.  However, the cheapest batteries online are junk.  Read the battery reviews carefully before buying.  This light runs for a season on Sony or Ikea brand batteries, but only a few uses on the no-name batteries.",22.0
15149,15150,"All I can say is, it's too bad runner manufacturers don't put this quality a insole in their products, the difference is amazing. You've got to feel it too believe it ! Oh and they last a long time !",8.0
15150,15151,"Perfect ft for my Hinda 2013 CRV. Have collected lots of snow, dirt and muck and easy to install and clean.",7.0
15151,15152,"Like several other reviewers I'd been using SM58's until trying these out and was blown away. We use these for vocals in both a rehearsal studio environment and live performance. They run thru dbx 286A preamp/compressor/gates in normal use but when we got the first one I a/b tested it against the Shure straight into the console as well. Here's my rundown:  * sonically they have wider response, just a little bit more at the bottom and noticeably more extension at the top. To my ears it's slightly warm but with a good sense of air, not rolled-off.  * very good off-axis rejection, this mic has practically eliminated feedback issues for us without resorting to hard gating like I had to with the 58's. On the other hand, our singers have to remember to sing more directly into the mic. Minimal proximity effect as well. Plosives are well controlled, about the same as the Shure.  * sturdy construction, minimal handling noise, good weight balance, feels slightly heavier than the 58.  * first reaction when the band saw them was ""ooo sexy"". I dunno about sexy but it IS a nice looking mic.  Overall these are a nice improvement. I have now replaced my 58's with e835's and could hardly be happier with the results. Microphone qualities are highly subjective so listen to both back to back if at all possible, and decide for yourself! The e835 may not be right for you but in my case have exceeded expectations.",54.0
15152,15153,"The real deal.  Unlike Aquamira, these actually do kill the cryptospordium and giardia.  Combined with a filter you should be okay in most districts.",8.0
15153,15154,Only used it one day so far and it's worlds better than propping up a few pillows. It's very comfortable and supports my baby and my back. I would recommend this to nursing mothers.,12.0
15154,15155,Great Helicopter to learn on. It has survived some pretty hard landings and it has allowed my son and I to learn the basics without having to stop and replace a lot of parts,7.0
15155,15156,Love it! Works just like it says and it's a great size. Super easy to clean and terribly convenient!,10.0
15156,15157,"Plain and simple this line just works. Its not perfumy at all, its just a very clean scent that dissipates over time.I shove these in my car vents, trash can, and bagless vaccumm cleaner and I cant lie this stuff really works!I was skeptical at first but seeing (smelling) is believing!",6.0
15157,15158,It's working fine.  I would have preferred metal instead of plastic.  My last one had a lot of the metal color worn off.  I hope this does not happen on this one.,10.0
15158,15159,I've bought two of these after losing the first one so obviously I liked it.  I will say though that it is heavy and if a lot of that weight comes from the auto close feature I could live without that.  Holds well even in Chicago winds.,10.0
15159,15160,"Just returned from a European trip and the bag worked well. I would have liked roomer zipper openings, but it held everything I needed and felt secure",6.0
15160,15161,Very nice and heavy measuring set. Cute. It is also 18/8 stainless steal so it will last for many years.,10.0
15161,15162,Love them. Great for home workouts and they help with resistance to squats and hope extensions ! A must for building muscle,12.0
15162,15163,"This Portable Solar Charger is very efficient, fast, and convenient. I have charged everything from my mobile phone to my vaporizer. Even in dim lighting conditions, this solar charger still did the job. I have not measured the charge time, but overall, every time​ I needed it, it worked as described. I would not hesitate recommending this product.",15.0
15163,15164,these do not have the traditional croc sole which gives you support. they are completely flat and very thin and a bit on  the narrow side.,4.0
15164,15165,"I bought this case to protect my iPad mini - I had previously used the Moko case but following a drop I had to replace it. This case is superior to the Moko case in every area. The build quality is better, the feel is nicer, the fit is excellent - it feels like the Khomo team worked with Apple directly. It offers excellent protection & will save your iPad from what ever accident may occur - obviously within reason.It's a great looking case - sleek & stylish with professional appearance (Matte Black rubberized plastic). The cover is magnetic like the Apple offering & folds nicely to be used as a stand. When folded the case is significantly more stable than the Moko equivalent.This is hands down the best case for the iPad mini & really has no disadvantages unless you are committed to buying a leather case - having owned both; I think this case looks much better than a leather case & from a protection perspective this cannot be beaten.Spend the (little - this case is great value) money - Buy this case!",21.0
15165,15166,"First, this item is huge before it is inflated and there is really no way to efficiently store it.  It takes up way too much space in your carry on luggage.  If it was incredibly comfortable or useful, it might be worth it it, but it isn't.  I never used it on my 16 hour flight as once it was inflated, I really had to stay in that position because if the seats next to you are full, there is no place to easily place it if you want quickly grab the earphones you dropped or something like that.  Also, it kind of makes the person next to you claustrophobic when in use because it completely boxes them in as well.  It is really just too cumbersome for economy class travel between fitting it in your luggage, inflating it and using it.  I wish I wouldn't have bought it as I will never use it again.  I don't think it is the brand but just the item itself.",21.0
15166,15167,Simple to use.  Just wanted an extra bit and depth collar.  The price for this jig set was so good that I picked it up instead.  Glad I did.  Works great and gets into places the larger jig won't.  Comes in handy.,21.0
15167,15168,"I use these on my 1989 Fender Squire Strat.  They work great to give a heavier sound.  They have the same look and feel as ""non-heavy"" strings, i.e. they have a heavier sound but they're not more difficult to pick; I notice no difference except sound.  These strings seem to last longer then other brands I've used before, a nice plus.",13.0
15168,15169,"Gives a really nice focused sound, but does drop the volume a bit. Not too much, but it's noticeable. Better for recordings than live in my opinion.",10.0
15169,15170,"I let my husband open a Christmas present early and it was this knife. He loves it! I was surprised that it is a heavy, yet comfortable.  Very nice quality.",16.0
15170,15171,"I have around 25 various stepping stones in my backyard.  Although I usually like mosaic ones, this caught my eye because of the cut out which adds an unusual look.  I bought a couple of this style stepping stone with different catch words.  I later saw some at a nearby upscale nursery.",14.0
15171,15172,We  have been using this same pump for several years and like to keep one as a backup for the winter. Our local suplier does not handle this pump any longer and even at a higher price from amazon the fast delivery realy made it worth the diference in the cost.,7.0
15172,15173,"So nice to find these simple light weight basic butter dishes. Though they do not stand up to much handling, at this price it is easy to keep an extra on hand to replace a cracked top or bottom until I can reorder. Very easy to open and close (unlike glass or rubber ones).  Thanks for keeping these in stock.",15.0
15173,15174,"Purchased this as a gift to replace my husband's jacket which wore out after 20 years.  This jacket is beautiful, soft, and has that irresistible leather smell.  I read the reviews about fit very carefully before choosing the size and ended up with a perfect fit.  This jacket looks great and goes with pretty much any look from grungy to dressy.  The lining is warmer than I expected, so it is definitely not a warmer-weather item.  I would definitely purchase from this vendor again.",21.0
15174,15175,Love these.  Great cutting for a finger nail clippers.  There is no pulling or tearing of the finger nail.  clips cleanly thru the nail.,13.0
15175,15176,For a 2 cell this thing rocks. So bright. Brighter than my 3 cell. Bought one for my son also. He loves it!!,17.0
15176,15177,"I would not have paid $16 if I knew it was not a set of 3.  The description clearly says ""set of 3"".  I ordered 2 ""sets of 3"" for $32, expecting 6 containers.  I got 2 containers.  What a rip-off.",14.0
15177,15178,This battery is working out just fine. It's WAY cheaper then buying one from the store and it was shipped and received very quickly.,8.0
15178,15179,"You can absolutely believe all the reviews that say things like, ""real opener like they used to make"". Tried openers from stores and they just kept falling apart. This opener is heavy, well made, and works like a charm. Buy it with absolute confidence!",15.0
15179,15180,"Hooks right up to Alesis DM10 set. Good pedal. Quality and comfortable. For a beginner drummer like me, a very good pedal choice.",16.0
15180,15181,"Don't buy this Junk! Poor quality and nothing but headache for warranty, I think the main distributor knows this is a junk, and will never make good on any warranty claims.I did not but this exact model but have tried Emerson products because of the supposed bargain price, unfortunately they aren't even worth the headache you pay for, total junk and the manufacter will only run you around.",5.0
15181,15182,"Easy to use, clear screen, good audio guidance. No regrets. Map and OS updates smooth and efficient through online updating via PC. Easy to do.",13.0
15182,15183,"I love the wig. It came about a week early, but I'm not complaining. It's different from the picture. Mine is a light golden, but it works for my America cosplay.",13.0
15183,15184,White popcorn has great flavor & provides fun time for TV ball games!  We've been using Jolly Time almost exclusively for several years.,7.0
15184,15185,"I purchased these towels based on the positive feedback I had read on Amazon, and ordered 3 sets.  I love the smaller size of these towels because they are easier to use.  One side has the silver threads in it for gentle scrubbing and the other is smooth.  They dry quickly after washing dishes.  I have already given a couple away to my sisters who were curious about them, and they are enjoying them as well!  I just wish they came in other colors besides BRIGHT green or orange.  They make hand washing fun again!  :)",27.0
15185,15186,Excellent quality. The balloon has all the details of the Angry Birds character. I totally recommend it for any birthday party!,11.0
15186,15187,A squirrel chewed through the bag the first time we went camping with it.  It is lightweight -- but I was expecting it to last longer vs. the critters -- especially since it's marketed as a campsite trash can.,5.0
15187,15188,"I always get lots of compliments. Bought one pair as a gift. I kept a pair to wear when celebrating my friend's birthday. These are very high quality. Can tell they will last a long time, just as all of my Lunch At The Ritz jewelry does.",16.0
15188,15189,"These have great range, intercom, speakerphone, clear sound, good price. The only problem I've had is that sometimes they'll say ""Connecting..."" and I have to take out the battery and put them back in. But that may be because of constant power outages, not sure...",9.0
15189,15190,"My review is of the Cohen Films restoration of the Thief of Bagdad (Blu-Ray).If you're well versed on this movie or at least becoming aware, I can't stress enough how badly you need this version in your collection. Back in 1986 or 1987 PBS aired this movie a long with a adapted score by Carl Davis. From the different versions I've seen of this film, they'll attach Nikolai Rimsky Korsakoff's ""Sheherazade"" to the movie and call it a day. Carl Davis meticulously fitted the music of the same score to the scenes and added pieces of original music himself. It makes the film take on an entirely different character that leads to one of the most moving finales that I can remember. The restoration of the film is nothing short of wonderful picture quality wise, and the Carl Davis score is as complimentary as people remember it. It's worth every penny, get it while it's available.",26.0
15190,15191,This stuff is fabulous!  It is the best tape I have found and truly stands up to my students use of my books.,9.0
15191,15192,No better or worse than other toner refills I have bought. They just don't seem to make cartridges well enough to outlive the toner charge by a great margin. I've finally resigned to replacing the cartridge and using the saved time to make more money than replenishing old cartridges saved me.,7.0
15192,15193,"This is very attractive and stylish for a clothes drying rack, though it's not as sturdy as I would have hoped.  It broke after only a few months of very gentle use.",7.0
15193,15194,I love my Tundra and only put RP XPS in it.  I was a little disappointed that the shipping of a case(12) was discontinued but the 6 packs with prime shipping are a very good value.  I have to remember to order these a month or so before doing my oil change due to intermittent back orders.P&L,11.0
15194,15195,Good product; Looks very cute. The only thing that I believe would have been done better is perhaps with the ink or paper quality. Our baby's prints came out fine but I was hoping to see darker prints. We pressed baby's foot and hand pretty firmly but even then the print didn't come out as darker as I thought it would. Also a spare sheet would always help just in case you mess up...,12.0
15195,15196,These plugs are a perfect fit for my LG G2 phone. They seem to be made well. The stones are brilliant.,12.0
15196,15197,"I own these speakers and used them mostly for my home studio. They sound great for all type of instruments, from the electric bass to the drums and also voices. I have used them for a couple of concerts and they were great, especially if you set them on the available stands. I highly recommend the JBL EON 15P for all kind of events where you need a sound system.",14.0
15197,15198,"I was disappointed with this drill couldn't even loosen lug bolts, this has 375ft lbs I believe,  you at 500 to 700ft lbs to crack any bolt.",2.0
15198,15199,"This shoe runs large so keep that in mind when purchasing. I have a large foot, size 13 and while the base is fine to much strap.",8.0
15199,15200,"Good, light running shorts that don't make you look like you're in the 1970s (falls just above the kneecap for me). Good product at a reasonable price.",8.0
15200,15201,Freaking love these gloves!! No more destroyed manicures and they wear very well. Great product so far!,11.0
15201,15202,Bought this toy for my son who is 18 months & my 4 year old daughter also loves it. Hoping this will be a toy we have for many years to come!,7.0
15202,15203,"These work great. I prefer these over the non float.  Easy to install, and more comfort due to float. A+++",15.0
15203,15204,"Just a warning, the red is a real bright red not a darker maroon. It is hard to match with honestly, but three watches for such a cheap price, i couldnt pass up on the deal. I've started to really like these silicone bands because they are so nice on the wrist and you dont even notice sometimes you are wearing a watch. I ordered a different white one so i gave it to my cousin as a gift and she was thrilled because she thought i spent a lot on a watch for her LOL",13.0
15204,15205,"I had misgivings about losing the power of a gas operated splitter. Needn't have worried. The Pow' R' Kraft is just as advertised. For slightly more money than a 5 ton, this baby has split everything I've thrown at it, including Oak, Cherry and Dogwood. Of several cords, I've only had to ""turnaround"" about three logs to get the proper leverage. It's quiet, efficient and easy to get used to. I think the best splitting method is to start the split on low speed and, once the ""crack"" is heard or felt, let the machine speed through the rest. It is rated for 12"" maximum diameter, but I've got up to 16"" without a problem. Once in a while, with really green wood, the splitter won't complete the job and some shards will remain, holding the two halves together. Then you have to resort to elbow grease. But I believe this to be true with any splitter, gas or electric.Overall, a great buy that has already paid for itself, and should continue to for many years.",30.0
15205,15206,I can verify that this in medium is the same thing as MSR's mugmate. The mesh is fine and works perfectly for coffee on the trail.,7.0
15206,15207,"My wife asked me to purchased this for her. She seems to like it, I haven't heard any complaints so far.",5.0
15207,15208,"i love this. i'm a Harry Potter freak who's about to get their license, so this is perfect. so far, the paint or whatever it is hasn't chipped yet. i've had this since summer.",13.0
15208,15209,"Poor quality product. The pin removal tool snapped apart during the first use. Also, my fingers turned blue from the plastic. Two of the screw drivers broke on their first use too. I would not recommend this product.",15.0
15209,15210,"This little beauty has 2 great and rare features - an optical viewfinder and AA batteries. I stick it in a shirt pocket for mountain hiking and flyfishing trips in the Rockies. Most of the pictures I take are in sunlight and I can't see much in an LCD display. The optical viewfinder may be small but it is priceless with the bright mountain sun at your back. The AA battery capability also means I can get batteries in any little burg.  Because of the optical viewfinder, you can also shutdown the LCD and get good mileage out of the AAs. Oh, and I should mention it takes really nice pix too.",23.0
15210,15211,Dye on the inside of shoes bleeds through socks.  Very poor quality for what used to be a high quality priduct.,7.0
15211,15212,"I have one finicky cat who will only pee in the Breeze system.  We have to change the pad frequently, or she has ""accidents.""  These are often costly, but this pack came for a WONDERFULLY LOW price!  Thanks!",12.0
15212,15213,This ring is great!!! The ring is the right size and quality is Great. I will order more jewelry form Konov,12.0
15213,15214,I bought this for my husband so he could practice bass for church without waking the kids at night.  It works great!  He can still hear himself and not disturb the rest of us.,10.0
15214,15215,I used the oil in my chain saw I have a Husvarna xp saw it is the best oil I ever used love the smell of it .Saw never bogs or loads up good shell 93 ot  with no ethanol  with some 104 octane booster add oil then look out . great oil glad I found it again!!!,10.0
15215,15216,"Quick shipment. Case is big and bulky, but worth it due to this type of phone being easily broken. Difficult to put on phone due to there being no instructions. You would think a phone case would not need instructions but this one does. Had to YouTube instructions. Other than that it seems to being doing its job. I chose not to use the clip and it still fits in my pocket.",21.0
15216,15217,"I needed it to be Stainless but my mistake I ordered a fine thread.  She is working great, just what I needed.",6.0
15217,15218,"i chose this rateing after recieving three more OMLC3BC motion lights. The problem was i ordered the OMLC3BC-4 outddoor light but ever time i ordered, i would get this same OMLC3BC.  So i just gave up.",8.0
15218,15219,"I was given this watch as an anniversary gift, and so far I love it. I've had the watch for a few weeks and as of now it seems durable, consistent timing, and still looks awesome.Pros:Hand-wound (I don't like replacing batteries, and hand-wound watches are more genuine and just plain look cool)DurableLooks luxuriousGood price4 is ""IIII"" I thought this was a mistake at first, but it actually has some interesting history to it and I recommend googling it to learn the quick history lesson.Cons:I'm not sure what the bottom dial is for. I use a watch for time though, so it's not really a huge deal and it's sort of my fault for not knowing.Difficult to re-size. I had to bring it to walmart, and the lady slightly messed up the pins (just be careful)",12.0
15219,15220,"I discovered this product to use in my new store. It is just what I needed, and the shipping was super quick. I've used it almost a month, and so far it is great!",11.0
15220,15221,"This is the second WeWood watch I've gotten for my boyfriend. It looks nice with the dark wood, but I think you can see any imperfections or knicks more than with the lighter color woods, so you have to be careful not to knock it. The face is large. Overall, a good purchase.",12.0
15221,15222,kitty loves it for bed as well as scratching.  the paper decorating the sides comes off easily and it does not seem durable enough for an aggressive cat.  Looks good.,10.0
15222,15223,I just ordered this scooter in pink for a birthday gift for a three year old girl.  I was very disappointed when I opened the package and found a bright blue scooter had been substituted.  This is not satisfactory!  Now I may not have a gift to give my granddaughter on her birthday this weekend,10.0
15223,15224,Perfect for my use. Charged. Quickly. I grow many types of flowers especially lavender.  Worked well for harvesting and end of season clean up.,16.0
15224,15225,"After all the great reviews I purchased but waited to write my review, thankfully, After a couple of weeks and not using crank any I noticed the battery draining so went to crank and wont even budge, faulty crank and much smaller than I thought fits in the palm of your hand. Not a happy camper right now, will look elsewhere.",8.0
15225,15226,"I'm very happy with this purchase! My phone doubles as an Mp3 player so this was perfect! Of course no problems, packaging was great too.",10.0
15226,15227,"Dressy and good looking. For those who don,t want a watch the  size of a ""Big Ben"" alarm clock on their wrist. Very under stated and elegant . Good value and good looking.",16.0
15227,15228,"Ever single man in the world needs to see this! Opening his heart to what should be priorities...God, wife and children...then work!",7.0
15228,15229,"The Olympus SP-720US iHS camera takes excellent pictures outdoor pictures, however any photos taken indoors are no better than a cheap point-and-shoot camera.",4.0
15229,15230,this is a quality product.it has a very good bright light and works and looks like the photograph.if you have a led headlight this light will also add  to that giving you also a light from the ground.and more road visiblity.i love it it makes my bike look good and also increases visibility for motorists and more road visibilty.i highy recomend this product.works very well,4.0
